Form Number,Form Title,Page URL,Fileable Online,Short Description,Long Description,File Name,File URL,Extra Files
I-956G,Regional Center Annual Statement,https://www.uscis.gov/i-956g,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. ALERT: As a reminder, Form I-956G, Regional Center Annual Statement, submissions are due by Dec. 29, 2023. For more information, please see the form instructions (PDF, 187.86 KB). Designated regional centers use this form to provide required information, certifications and evidence to support their continued eligibility for regional center designation.",i-956g.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-956g.pdf,{'i-956ginstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-956ginstr.pdf'}
I-956H,Bona Fides of Persons Involved with Regional Center Program,https://www.uscis.gov/i-956h,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. Each person involved with a regional center, new commercial enterprise, or affiliated job-creating entity must complete and submit Form I-956H, Bona Fides of Persons Involved with Regional Center Program and the biometric services fee as a distinct filing along with Form I-956, Application for Regional Center Designation, Form I-956F, Application for Approval of Investment in a New Commercial Enterprise, or when persons must otherwise attest to their compliance with section 203(b)(5)(H) of the Immigration and Nationality Act. To ensure accurate and timely processing and avoid potential rejection, each Form I-956H and its biometric services fee should be contained within a separate envelope or folder in the Form I-956 or Form I-956F packet, and clearly identified in a cover letter or memo with the Form I-956 or Form I-956F. The Form I-956 or Form I-956F packet, including any Form I-956H supplements and biometric services fees, should be mailed to the address provided under the Where to File section on the respective pages for those forms. USCIS will reject a form if it is not filed with the appropriate fee, 8 CFR 103.2(a)(7)(ii)(D). NOTE: Do not submit Form I-956H and the biometric services fee as exhibits to Form I-956 or Form I-956F applications or as exhibits in response to a USCIS notice. If you submit Form I-956H and biometric services fee as an exhibit to another filing or response to a USCIS notice, we may reject your associated form and delay processing.",i-956h.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-956h.pdf,{'i-956hinstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-956hinstr.pdf'}
I-956K,Registration for Direct and Third-Party Promoters,https://www.uscis.gov/i-956k,False,,Each person acting as a direct or third-party promoter (including migration agents) of the following must complete Form I-956K: Each person completing a Form I-956K must answer all questions as indicated on the form.,i-956k.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-956k.pdf,{'i-956kinstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-956kinstr.pdf'}
N-300,Application to File Declaration of Intention,https://www.uscis.gov/n-300,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. Use this form if you are a permanent resident and want to declare your intent to become a U.S. citizen. This form is not required for naturalization, but some states may require it if you wish to conduct certain business with that state.",n-300.pdf,https://www.uscis.gov/sites/default/files/document/forms/n-300.pdf,{'n-300instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/n-300instr.pdf'}
N-336,Request for a Hearing on a Decision in Naturalization Proceedings (Under Section 336 of the INA),https://www.uscis.gov/n-336,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage.. Use this form to request a hearing before an immigration officer on our denial of your Form N-400, Application for Naturalization. File Online",n-336.pdf,https://www.uscis.gov/sites/default/files/document/forms/n-336.pdf,{'n-336instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/n-336instr.pdf'}
N-400,Application for Naturalization,https://www.uscis.gov/n-400,False,,"Naturalization is the process to become a U.S. citizen if you were born outside of the United States. If you meet certain requirements, you may become a U.S. citizen either at birth or after birth. Use this form to apply for U.S. citizenship. Check your eligibility. File Online Check Naturalization Eligibility",n-400.pdf,https://www.uscis.gov/sites/default/files/document/forms/n-400.pdf,{'n-400instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/n-400instr.pdf'}
N-426,Request for Certification of Military or Naval Service,https://www.uscis.gov/n-426,False,,Applicants for naturalization use this form to request that the Department of Defense verify their military or naval service.,n-426.pdf,https://www.uscis.gov/sites/default/files/document/forms/n-426.pdf,{'n-426instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/n-426instr.pdf'}
N-470,Application to Preserve Residence for Naturalization Purposes,https://www.uscis.gov/n-470,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. Use this form if you are a lawful permanent resident who must leave the United States for a period of one year or longer to engage in qualifying employment and you want to preserve your residence to pursue naturalization. In general, you must have been physically present in the United States as an LPR for an uninterrupted period of at least 1 year prior to working outside the U.S. Qualifying employment outside the U.S. includes being: If you are eligible for naturalization under section 319(b) of the Immigration and Nationality Act (INA) because you are married to a U.S. citizen working for certain organizations overseas, you are exempt from establishing the naturalization residency and physical presence requirements. Therefore, you are not required to file Form N-470. Please visit our Application for Naturalization page for more information on applying for naturalization under section 319(b) of the INA.",n-470.pdf,https://www.uscis.gov/sites/default/files/document/forms/n-470.pdf,{'n-470instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/n-470instr.pdf'}
N-565,Application for Replacement Naturalization/Citizenship Document,https://www.uscis.gov/n-565,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. Use this form to apply for a replacement Naturalization Certificate; Certificate of Citizenship; Declaration of Intention; or Repatriation Certificate; or to apply for a special certificate of naturalization as a U.S. citizen to be recognized by a foreign country. File Online",n-565.pdf,https://www.uscis.gov/sites/default/files/document/forms/n-565.pdf,{'n-565instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/n-565instr.pdf'}
N-600,Application for Certificate of Citizenship,https://www.uscis.gov/n-600,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. Use this form to apply for a Certificate of Citizenship. File Online",n-600.pdf,https://www.uscis.gov/sites/default/files/document/forms/n-600.pdf,{'n-600instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/n-600instr.pdf'}
N-600K,Application for Citizenship and Issuance of Certificate Under Section 322,https://www.uscis.gov/n-600k,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. Children who regularly reside outside the United States may use Form N-600K to apply for citizenship based on a U.S. citizen parent. File Online",n-600k.pdf,https://www.uscis.gov/sites/default/files/document/forms/n-600k.pdf,{'n-600kinstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/n-600kinstr.pdf'}
N-644,Application for Posthumous Citizenship,https://www.uscis.gov/n-644,False,,"Under Pub. L. 101-249, use this form to request posthumous citizenship for an alien or noncitizen national whose death resulted from injury or disease incurred on active duty with the U.S. armed services during specified periods of military hostilities. Posthumous citizenship is an honorary status commemorating the bravery and sacrifices of these persons; it does not convey any benefits under the Immigration and Nationality Act to any relative of the decedent. If we approve your application, we will send you Form N-645, Certificate of Citizenship, in the name of the decedent. The certificate only establishes that we consider them to be a citizen of the United States as of the date of their death, and is invalid for all other purposes.",n-644.pdf,https://www.uscis.gov/sites/default/files/document/forms/n-644.pdf,{'n-644instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/n-644instr.pdf'}
N-648,Medical Certification for Disability Exceptions,https://www.uscis.gov/n-648,False,,Use this form if you are applying for U.S. citizenship and need to request an exception to the English and civics testing requirements for naturalization because of physical or developmental disability or mental impairment.,n-648.pdf,https://www.uscis.gov/sites/default/files/document/forms/n-648.pdf,{'n-648instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/n-648instr.pdf'}
